id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon]
8398,313,13328.02672,13059.97944,145.2913492,744.9942342,1,5.477225575
8399,313,14103.72527,7713.006961,140.4987923,770.9992151,1,5.477225575
8400,313,14075.25989,13327.34758,130.6797567,775.1907197,1,5.477225575
8401,313,14239.78542,2546.249126,135.9224246,766.1076826,1,5.477225575
8402,313,14261.68153,13083.94582,142.6736606,731.878626,1,5.477225575
8403,313,14496.4457,3902.416053,104.0725369,846.5987033,1,5.477225575
8404,313,14871.70222,12747.32667,121.6816888,865.3253092,1,5.477225575
8405,313,14974.13666,850.1294962,92.36807421,811.0704799,1,5.477225575
8406,313,16403.95571,11166.40341,109.4823751,708.3933674,1,5.477225575
8407,313,16446.18283,14680.91215,130.3497074,851.9680843,1,5.477225575
8408,314,186.8331465,5082.153795,84.94137397,708.1406944,1,5.477225575
8409,314,149.2375853,15024.97499,126.4633269,849.2338534,1,5.477225575
8410,314,297.6015803,14889.76997,148.5389438,854.5441934,1,5.477225575
8411,314,520.6728619,13760.61145,105.2697197,894.3900432,1,5.477225575
8412,314,1352.194681,14143.41949,113.9570668,809.3298208,1,5.477225575
8413,314,1875.431629,14716.63905,144.1518807,869.628814,1,5.477225575
8414,314,2422.255201,9447.619822,111.2928647,799.1620151,1,5.477225575
8415,314,4260.69899,13770.38674,92.83324601,897.3020392,1,5.477225575
8416,314,5025.1223,5995.435065,116.1965896,786.2839495,1,5.477225575
8417,314,6278.598379,203.7050959,94.53429171,849.0298454,1,5.477225575
8418,314,6616.590905,5343.42648,116.70224,761.5608368,1,5.477225575
8419,314,6879.977574,728.5963085,130.2364667,702.6984811,1,5.477225575
8420,314,7836.808266,3507.71157,115.8765614,707.7966804,1,5.477225575
8421,314,8394.537975,6800.198265,119.7776528,820.91352,1,5.477225575
8422,314,8447.487434,7092.084503,90.66022426,863.8549196,1,5.477225575
8423,314,8747.120628,5203.900149,133.5190144,776.8213238,1,5.477225575
8424,314,9093.623475,12989.31161,113.1239138,837.5262399,1,5.477225575
8425,314,10619.83369,13981.69112,86.19747944,808.3508895,1,5.477225575
8426,314,12145.90799,14794.70253,139.409965,853.5316798,1,5.477225575
8427,314,15653.65525,3191.289316,90.05916884,878.6651394,1,5.477225575
8428,314,16404.91235,6600.553574,145.2580755,880.1633291,1,5.477225575
8429,315,333.5793452,2454.669343,116.219647,853.8748333,1,5.477225575
8430,315,450.5726829,9720.044256,136.7504323,712.7559121,1,5.477225575
8431,315,566.7338178,15864.62654,137.3137281,750.555735,1,5.477225575
8432,315,936.5644928,12324.48977,126.10189,881.6539527,1,5.477225575
8433,315,1517.266572,1317.679895,115.752587,807.6109295,1,5.477225575
8434,315,2859.335867,9751.171043,137.6437697,720.7322932,1,5.477225575
8435,315,2956.218356,2487.689014,145.5525639,736.4998551,1,5.477225575
8436,315,3162.995206,10100.36136,99.82236624,833.5515425,1,5.477225575
8437,315,3457.59547,13453.6591,96.58528847,831.6520659,1,5.477225575
8438,315,4513.838296,8800.849719,115.5684171,772.5731947,1,5.477225575
8439,315,4627.078112,12534.80921,145.3447719,758.7598819,1,5.477225575
8440,315,4764.131205,6096.530096,116.3927078,825.2696668,1,5.477225575
8441,315,5427.647216,5.575183872,113.3346928,730.9289638,1,5.477225575
8442,315,5656.838484,10191.52422,127.2281023,773.0828614,1,5.477225575
8443,315,6404.552717,8027.437542,124.3402817,767.6597774,1,5.477225575
8444,315,6687.99298,13482.03696,102.4804744,741.0714217,1,5.477225575
8445,315,7261.040372,15128.20839,101.7234905,782.2189428,1,5.477225575
8446,315,9319.561477,9196.240481,143.3435544,809.8601866,1,5.477225575
8447,315,10818.41974,3325.75177,100.666746,827.4481195,1,5.477225575
8448,315,10951.7997,13307.13885,116.3646146,846.685534,1,5.477225575
8449,315,11018.44493,8211.628142,121.8798097,740.2998807,1,5.477225575
8450,315,12063.36437,5074.148208,105.2226325,704.93784,1,5.477225575
8451,315,12744.10652,1921.388325,109.0617419,787.3020259,1,5.477225575
8452,315,12772.82365,4588.510467,128.9042106,854.7383251,1,5.477225575
8453,315,12792.69043,9991.570357,136.6304549,810.2344907,1,5.477225575
8454,315,14112.85552,12320.51238,129.1755835,775.5240617,1,5.477225575
8455,315,15247.19237,11404.83159,125.3191008,747.5954275,1,5.477225575
8456,315,15461.30053,13210.07185,112.0198281,836.9920007,1,5.477225575
8457,316,152.6133053,13528.05175,135.8192774,870.9487476,1,5.477225575
8458,316,655.6861844,11459.46985,112.6184714,722.3985368,1,5.477225575
8459,316,1769.415081,14214.87956,147.0196164,892.1048252,1,5.477225575
8460,316,2034.463669,9492.739001,132.956635,796.8185881,1,5.477225575
8461,316,2678.284631,5633.651719,94.94949638,742.4466715,1,5.477225575
8462,316,3207.909257,2121.159866,144.7908418,716.7351431,1,5.477225575
8463,316,3296.845576,9855.499561,106.8729663,723.7496956,1,5.477225575
8464,316,3363.676141,125.5588991,117.2669631,743.5595277,1,5.477225575
8465,316,3595.723371,4862.2133,114.4462805,838.3403678,1,5.477225575
8466,316,4356.450504,5417.014085,132.0299644,703.3408924,1,5.477225575
8467,316,5371.77021,13092.64491,89.82752237,825.3048102,1,5.477225575
8468,316,6777.879819,2281.865015,97.01721639,796.1849783,1,5.477225575
8469,316,7250.225287,10606.09453,139.9702793,802.6863241,1,5.477225575
8470,316,7521.088764,3834.458028,138.8601955,884.2901023,1,5.477225575
8471,316,8453.414558,15845.10241,123.517552,716.6292342,1,5.477225575
8472,316,10377.55743,16287.43235,147.3595799,725.4430844,1,5.477225575
8473,316,10654.80093,16440.59944,120.2295569,881.5781376,1,5.477225575
8474,316,11628.8933,10834.44586,121.6826339,822.4763239,1,5.477225575
8475,316,11890.75081,1428.473421,114.7261462,890.3294553,1,5.477225575
8476,316,12711.36396,11665.2127,111.7021258,872.5685641,1,5.477225575
8477,316,13308.26316,8119.261278,85.67857364,827.4159081,1,5.477225575
8478,316,14328.91722,7565.197875,105.721873,740.9179198,1,5.477225575
8479,316,15166.03338,1649.26192,114.9800263,760.1018626,1,5.477225575
8480,316,16138.84127,13700.93048,120.7592884,747.6684076,1,5.477225575
8481,317,1361.678232,5318.093483,92.88280089,840.4981053,1,5.477225575
8482,317,3187.586756,4509.554633,87.5686244,703.6290703,1,5.477225575
8483,317,3269.939447,5819.724473,99.57004943,767.644903,1,5.477225575
8484,317,3262.796726,16086.84878,122.1286306,824.8652942,1,5.477225575
8485,317,3557.08794,9354.978545,112.2381112,791.0228963,1,5.477225575
8486,317,3776.545306,2029.094934,101.2449031,712.0035605,1,5.477225575
8487,317,4838.352897,15045.24963,125.3493431,811.8308761,1,5.477225575
8488,317,5616.200602,11589.27371,90.07412612,722.726427,1,5.477225575
8489,317,5768.831819,8126.731754,106.1912994,825.5190101,1,5.477225575
8490,317,5828.597356,8558.893875,102.0139504,764.8810097,1,5.477225575
8491,317,6003.861321,11608.42489,122.3265235,894.7767529,1,5.477225575
8492,317,6505.256513,8849.521578,145.1951022,709.5778096,1,5.477225575
8493,317,6823.479605,16328.59,134.1407622,887.79717,1,5.477225575
8494,317,7878.910091,4678.259097,107.6613072,741.2301268,1,5.477225575
8495,317,7996.440352,14424.48853,130.175514,756.0123671,1,5.477225575
8496,317,8384.670283,5489.445706,111.563963,760.769869,1,5.477225575
8497,317,8773.881158,15774.92252,111.544563,784.1694686,1,5.477225575
8498,317,10155.90153,15276.33074,97.08299252,782.0054669,1,5.477225575
8499,317,10772.78239,121.9794154,103.439578,867.8774833,1,5.477225575
8500,317,10935.83149,12011.98121,137.0129837,733.6965122,1,5.477225575
8501,317,11026.82847,4096.412117,141.0161269,737.4689958,1,5.477225575
8502,317,11960.76984,9912.931173,124.5388459,795.9273858,1,5.477225575
8503,317,12254.98134,7964.023681,122.612189,891.2412014,1,5.477225575
8504,317,12262.45603,7648.784909,141.4804975,753.3615921,1,5.477225575
8505,317,12429.18862,2777.490307,143.614832,766.7222784,1,5.477225575
8506,317,13077.02258,7101.424797,116.1083133,865.2200917,1,5.477225575
8507,317,13300.54556,12707.01392,104.2436279,899.2252453,1,5.477225575
8508,317,13364.60082,15062.75865,141.8584734,850.4575414,1,5.477225575
8509,317,14427.59334,5439.196117,89.41606771,717.3726341,1,5.477225575
8510,317,15600.76312,14789.60271,94.30408396,709.6791066,1,5.477225575
8511,317,15726.78694,4299.91025,115.749728,730.6725989,1,5.477225575
8512,317,15765.58443,10104.96492,97.2546313,807.210728,1,5.477225575
8513,317,15832.79798,2155.649615,135.9058141,846.6616895,1,5.477225575
8514,317,16040.14992,13841.11803,92.44631856,887.5785799,1,5.477225575
8515,318,58.56764416,1090.100288,108.7811843,752.0078923,1,5.477225575
8516,318,192.0671638,2663.362788,145.2990859,879.5296694,1,5.477225575
8517,318,912.3164685,717.1984704,137.2522672,785.6430259,1,5.477225575
8518,318,1620.50629,5612.662282,99.49696316,881.5111526,1,5.477225575
8519,318,1710.994811,14149.15135,144.134367,882.7622066,1,5.477225575
8520,318,1747.122888,904.9419171,106.5608051,752.2274501,1,5.477225575
8521,318,2113.537509,1806.762318,138.539681,895.2369613,1,5.477225575
8522,318,5265.43577,4751.689931,87.87960712,712.6787174,1,5.477225575
8523,318,5765.056742,1082.926989,95.48367918,882.2522924,1,5.477225575
8524,318,6149.214816,15444.81447,86.70871136,781.4631277,1,5.477225575
8525,318,7038.432227,11423.22698,95.72006425,831.3650143,1,5.477225575
8526,318,7800.14017,12868.06471,84.95443116,780.8127145,1,5.477225575
8527,318,9082.444332,9481.701824,106.7999922,789.6437528,1,5.477225575
8528,318,9109.02215,13480.93971,119.3142933,756.5047388,1,5.477225575
8529,318,9319.871149,15897.4348,112.3478681,786.0264903,1,5.477225575
8530,318,9950.33355,7889.912053,110.1335826,823.1626833,1,5.477225575
8531,318,10013.16868,13600.28585,147.5509935,791.778467,1,5.477225575
8532,318,10426.00788,14234.93948,140.3095248,715.3977077,1,5.477225575
8533,318,10527.46744,10493.9958,137.7633421,765.684868,1,5.477225575
8534,318,11549.99272,5176.714791,132.7192198,760.8710798,1,5.477225575
8535,318,11564.19153,6323.333572,91.72319228,754.3421326,1,5.477225575
8536,318,11551.63351,7932.347905,123.9328986,703.1890074,1,5.477225575
8537,318,13467.22074,5248.796046,123.3105728,786.9762425,1,5.477225575
8538,318,13904.76164,8621.684987,118.6180659,896.8577848,1,5.477225575
8539,318,14238.48637,7051.173917,137.3018898,863.942759,1,5.477225575
8540,318,15291.31523,13498.90295,90.64513933,887.3507917,1,5.477225575
8541,319,476.8958956,14039.15006,142.825806,780.7694671,1,5.477225575
8542,319,2570.517086,15565.68066,135.5260852,845.6598736,1,5.477225575
8543,319,2752.461998,289.1602514,125.9993656,783.9468828,1,5.477225575
8544,319,4544.372771,2442.075452,112.7965179,859.9839261,1,5.477225575
8545,319,5067.463901,1589.798673,111.6976689,725.7694934,1,5.477225575
8546,319,5175.623023,16298.11593,139.0969529,860.4215451,1,5.477225575
8547,319,5357.385078,5178.294728,89.6641322,800.1181258,1,5.477225575
8548,319,5489.333853,5413.810486,91.97700424,769.5274746,1,5.477225575
8549,319,5572.299814,2751.489514,103.1883129,870.3497044,1,5.477225575
8550,319,8527.135441,13515.69279,123.4351712,738.9491375,1,5.477225575
8551,319,11012.4996,14008.4276,102.5839515,809.7232767,1,5.477225575
8552,319,11695.9298,490.8637203,133.1431503,730.4803715,1,5.477225575
8553,319,11833.68492,8036.06482,96.23869756,725.4034287,1,5.477225575
8554,319,12438.58328,95.72740766,105.9016937,717.6300425,1,5.477225575
8555,319,12661.03279,5805.816711,132.5186158,825.9273821,1,5.477225575
8556,319,14018.43229,8736.778693,139.0575223,729.4310874,1,5.477225575
8557,319,14644.8326,4193.058204,144.6779341,718.5945428,1,5.477225575
8558,320,139.0892304,152.2253557,90.02780189,814.8192725,1,5.477225575
8559,320,1273.001802,15199.48105,144.769858,882.047238,1,5.477225575
8560,320,1564.777536,13982.79246,130.3609921,806.4637395,1,5.477225575
8561,320,1733.608456,4163.047057,102.310053,876.6416836,1,5.477225575
8562,320,1895.234464,3322.829346,148.3436471,744.9637812,1,5.477225575
8563,320,4163.853288,2435.311689,132.9118587,779.1276916,1,5.477225575
8564,320,5536.600191,3104.080512,100.2862905,827.6646275,1,5.477225575
8565,320,5531.107307,3347.695477,104.4194482,730.9039623,1,5.477225575
8566,320,5668.420154,2280.52442,128.0140799,710.0190771,1,5.477225575
8567,320,7093.611935,3274.855384,93.40092835,860.8917964,1,5.477225575
8568,320,7883.807251,8588.59376,90.60238274,733.6430684,1,5.477225575
8569,320,7950.596563,12180.27812,85.49433113,724.3902682,1,5.477225575
8570,320,8829.935941,2884.188783,125.4590945,833.3014099,1,5.477225575
8571,320,9290.284435,16201.16554,143.4850475,753.4636826,1,5.477225575
8572,320,9559.878981,882.145344,104.4407625,761.5024543,1,5.477225575
8573,320,11862.6875,13980.37578,128.8197311,852.0851432,1,5.477225575
8574,320,12005.15199,1813.277031,94.52597989,782.5620738,1,5.477225575
8575,320,12023.83227,4684.48661,145.0983493,886.1718534,1,5.477225575
8576,320,12687.52356,4614.348029,117.1427157,757.4999605,1,5.477225575
8577,320,15518.37172,983.0790245,125.2742009,775.2368399,1,5.477225575
8578,320,15652.91376,16353.26306,99.86283456,872.5046237,1,5.477225575
8579,320,15784.84313,9947.85642,130.8992826,849.7386883,1,5.477225575
8580,320,15969.52815,8183.969423,128.7717957,863.570664,1,5.477225575
8581,320,16242.9074,6680.263465,90.40559032,709.3191424,1,5.477225575
8582,321,1110.169342,6233.598051,117.1295156,815.0700044,1,5.477225575
8583,321,1612.885745,1215.647648,144.7515585,724.8534638,1,5.477225575
8584,321,2161.150451,10245.94622,88.05999449,786.7028243,1,5.477225575
8585,321,2300.013974,8185.813163,118.6361574,897.8566877,1,5.477225575
8586,321,2480.303112,549.4548197,120.6957967,848.2319917,1,5.477225575
8587,321,3113.020419,11551.71767,100.7003421,890.3302962,1,5.477225575
8588,321,3275.10956,14101.63173,129.6347448,783.5973294,1,5.477225575
8589,321,4495.103756,9321.798985,129.2670476,871.0690458,1,5.477225575
8590,321,4805.265389,6925.102665,137.3098248,870.1529506,1,5.477225575
8591,321,5233.273016,14882.34863,92.04420116,778.8993617,1,5.477225575
8592,321,5845.865475,12958.24284,116.4577689,731.9528344,1,5.477225575
8593,321,5968.413485,13874.22503,131.3472215,857.2064649,1,5.477225575
8594,321,6999.259324,2981.849872,106.7746693,856.5583462,1,5.477225575
8595,321,7386.408306,9786.081744,103.0689837,831.9974108,1,5.477225575
8596,321,7760.419526,818.8550534,128.4980998,841.5977577,1,5.477225575
8597,321,7775.953668,7581.706084,111.3271651,851.2697153,1,5.477225575
8598,321,7868.264903,801.6091085,86.61253343,880.3247993,1,5.477225575
8599,321,8307.542962,9233.374056,115.4144422,873.8739825,1,5.477225575
8600,321,9963.933278,13339.6264,137.9355936,724.1233898,1,5.477225575
8601,321,10003.03604,7301.740183,134.4999602,843.9695948,1,5.477225575
8602,321,11902.74105,5097.372737,91.70452244,847.8201447,1,5.477225575
8603,321,12422.42262,5508.771345,86.20600672,736.7832475,1,5.477225575
8604,321,12557.9937,11229.70153,138.6670458,821.4203742,1,5.477225575
8605,321,13243.77697,12368.9611,98.46830069,733.2335858,1,5.477225575
8606,321,16212.23478,13395.09442,114.0962864,841.2738301,1,5.477225575
8607,322,618.5942537,11700.08442,99.44130883,769.0946346,1,5.477225575
8608,322,1661.823203,10781.63026,128.9625116,872.017733,1,5.477225575
8609,322,3087.904383,265.8457372,133.1851329,882.1874372,1,5.477225575
8610,322,3092.649811,7049.338914,145.811032,783.265093,1,5.477225575
8611,322,3443.318331,3647.959052,125.1742645,729.8835393,1,5.477225575
8612,322,6151.542769,10479.32192,114.2967162,838.5826449,1,5.477225575
8613,322,6718.025642,6891.231771,140.298405,848.2575407,1,5.477225575
8614,322,6801.68109,3175.843029,147.094676,851.0304654,1,5.477225575
8615,322,7070.025109,9920.262208,111.24141,739.9091456,1,5.477225575
8616,322,7875.253021,8155.869038,123.7284108,825.7939172,1,5.477225575
8617,322,8787.050111,5434.611984,94.21464195,799.1841494,1,5.477225575
8618,322,9757.238773,12241.39515,94.04254433,719.9971671,1,5.477225575
8619,322,12640.6017,3199.887423,132.3384584,895.5616449,1,5.477225575
8620,322,13373.01612,1536.971425,145.1009464,879.5044796,1,5.477225575
8621,322,13703.78442,429.0566673,140.6515044,834.7246944,1,5.477225575
8622,322,14598.35078,12800.29522,108.5717333,814.5681191,1,5.477225575
8623,322,14750.04374,3218.701722,96.17256825,780.4959331,1,5.477225575
8624,322,15107.27194,9994.088918,119.126662,738.4738796,1,5.477225575
8625,322,15474.69318,11338.20621,126.3464481,821.6527921,1,5.477225575
8626,322,15497.31941,6762.236146,90.95460982,855.2177163,1,5.477225575
8627,322,16165.85241,1029.855304,124.9955844,858.045768,1,5.477225575
8628,323,1383.106513,9427.964314,109.3907395,707.1579908,1,5.477225575
8629,323,1737.861356,15614.65102,100.9420721,807.656953,1,5.477225575
8630,323,2488.174166,3668.466526,98.35715169,883.4234448,1,5.477225575
8631,323,2601.959692,14749.38854,85.48245847,801.286815,1,5.477225575
8632,323,3067.166016,14060.89117,131.0592961,812.9797136,1,5.477225575
8633,323,3212.826208,160.3685026,143.9706816,824.6386232,1,5.477225575
8634,323,4289.944933,6141.638866,117.1894366,792.4340711,1,5.477225575
8635,323,4290.840923,12539.07946,117.0750972,879.7104157,1,5.477225575
8636,323,4800.879647,15841.87761,145.1043426,788.2756276,1,5.477225575
8637,323,5328.713791,14259.56771,102.557874,717.717608,1,5.477225575
8638,323,5853.177616,3934.380811,147.163774,759.3899444,1,5.477225575
8639,323,6721.471762,9668.772474,107.1534787,847.7246741,1,5.477225575
8640,323,8291.493487,16085.28324,93.08682572,765.8073832,1,5.477225575
8641,323,8370.021204,13056.48243,139.8318476,705.1898462,1,5.477225575
8642,323,8616.875842,7712.242475,128.9493119,783.2882613,1,5.477225575
8643,323,8772.747902,3260.224647,97.63434474,842.9655422,1,5.477225575
8644,323,8962.126897,5012.875586,120.9270763,717.9284028,1,5.477225575
8645,323,9032.23996,16297.67931,101.3356701,869.0595016,1,5.477225575
8646,323,9579.939867,14550.80252,110.4232903,718.0432696,1,5.477225575
8647,323,9799.061422,2137.14476,90.7159427,879.8195964,1,5.477225575
8648,323,10255.1516,6579.767391,106.8349475,745.8225135,1,5.477225575
8649,323,11544.47599,5584.294704,108.5965563,864.0934854,1,5.477225575
8650,323,11673.9183,4951.043733,140.4220516,862.7965166,1,5.477225575
8651,323,12234.11975,6766.532649,135.6118409,792.1598426,1,5.477225575
8652,323,12672.71135,13018.68763,102.2255837,768.3309315,1,5.477225575
8653,323,14577.53697,456.7018179,95.87416695,852.1087914,1,5.477225575
8654,323,14651.72232,16122.00083,113.6753872,763.5869985,1,5.477225575
8655,323,15968.17616,2729.766496,105.9718461,850.6074981,1,5.477225575
8656,323,16200.62222,6488.336712,97.82959537,880.536414,1,5.477225575
8657,323,16255.69296,15865.77364,106.4691889,767.2323557,1,5.477225575
8658,324,359.7244933,14874.98314,131.6996159,768.8298056,1,5.477225575
8659,324,965.3863103,14511.45662,87.85979562,889.0384374,1,5.477225575
8660,324,1268.789274,14107.39614,127.6191634,891.0327181,1,5.477225575
8661,324,1875.933098,9181.679539,144.9902467,726.680325,1,5.477225575
8662,324,2735.221901,2922.130259,110.4866977,774.3499727,1,5.477225575
8663,324,3831.33013,16406.58758,96.23912063,722.7873767,1,5.477225575
8664,324,4227.263422,13976.2955,104.4725389,888.7784711,1,5.477225575
8665,324,4774.060279,938.9393019,99.80783794,792.9926331,1,5.477225575
8666,324,5506.890382,15608.5466,102.7781045,731.69901,1,5.477225575
8667,324,7257.04762,15121.57942,132.0566565,782.9702662,1,5.477225575
8668,324,7569.909717,9395.371251,146.7977972,898.7427683,1,5.477225575
8669,324,7622.392739,12507.17986,125.7689697,897.5154271,1,5.477225575
8670,324,7684.309403,184.8817794,110.5998012,808.6321788,1,5.477225575
8671,324,8915.914049,13161.90186,88.94378433,817.9440643,1,5.477225575
8672,324,9646.471643,1044.945205,106.6979498,745.2177299,1,5.477225575
8673,324,10073.5999,2523.420734,125.9649323,777.4160638,1,5.477225575
8674,324,10265.22831,2746.444811,102.2993477,768.600619,1,5.477225575
8675,324,10616.3113,1109.170974,85.94886161,808.6250238,1,5.477225575
8676,324,12631.04422,15182.73495,111.1350017,719.3240801,1,5.477225575
8677,324,12818.81743,11725.32791,104.8158953,754.5025054,1,5.477225575
8678,324,13070.8403,5542.326581,89.85767128,746.4847878,1,5.477225575
8679,324,14606.88174,7302.984147,90.64258659,809.4669696,1,5.477225575
8680,324,14986.19474,3222.940899,139.1014517,859.5775103,1,5.477225575
8681,324,15044.29995,14492.89612,102.1615076,873.5480248,1,5.477225575
8682,324,15094.39551,7305.619578,141.3378211,843.3739211,1,5.477225575
8683,324,16115.6875,7147.271061,111.8116723,877.1135298,1,5.477225575
8684,324,16460.2477,1935.009788,134.3665078,756.9123952,1,5.477225575
8685,325,112.4369296,3650.824508,120.2163366,859.2662058,1,5.477225575
8686,325,375.7644912,12247.24174,112.9152461,872.7194129,1,5.477225575
8687,325,661.0676026,371.997032,143.4759041,779.6333196,1,5.477225575
8688,325,668.5099414,11863.09656,89.22243722,810.6006665,1,5.477225575
8689,325,1342.030625,3787.874264,100.1186651,871.3700989,1,5.477225575
8690,325,1639.781839,1460.388255,119.2911309,804.6317183,1,5.477225575
8691,325,2792.165452,9781.829106,131.1911141,892.2532815,1,5.477225575
8692,325,3623.316978,4011.867662,104.417387,826.8164824,1,5.477225575
8693,325,3963.442244,15242.78393,110.6335974,734.9444637,1,5.477225575
8694,325,4045.763737,4176.695964,117.3237047,837.6671256,1,5.477225575
8695,325,4256.125704,13780.2072,108.6464615,807.3584435,1,5.477225575
8696,325,4354.004001,7684.32038,145.4484057,787.4857211,1,5.477225575
8697,325,4583.713574,7726.914162,136.9057961,857.3731729,1,5.477225575
8698,325,5904.651336,5547.318385,127.2609874,895.3882601,1,5.477225575
8699,325,6328.924142,282.1123707,86.74992101,737.9008125,1,5.477225575
8700,325,6587.277855,7411.779948,131.0092202,737.172085,1,5.477225575
8701,325,6668.111164,13052.72582,99.53477614,845.713522,1,5.477225575
8702,325,6729.189979,15291.56401,107.0951804,728.4149854,1,5.477225575
8703,325,7846.958878,213.5340382,145.1457235,779.6504235,1,5.477225575
8704,325,8164.709141,8605.777522,101.7019537,720.5484168,1,5.477225575
8705,325,8313.724882,9984.552547,126.3188408,771.853379,1,5.477225575
8706,325,8647.028089,15524.90898,133.9978713,708.4192547,1,5.477225575
8707,325,9810.836085,16070.40742,138.260545,854.3742817,1,5.477225575
8708,325,11485.85011,10060.52967,115.0507705,827.8010815,1,5.477225575
8709,325,11678.76898,4996.633847,87.86100931,708.6582315,1,5.477225575
8710,325,12865.49152,10232.67126,88.72218904,827.1218065,1,5.477225575
8711,325,13194.18419,11341.22038,140.3306648,897.6402846,1,5.477225575
8712,325,14053.96601,5879.345201,132.0213595,779.2998808,1,5.477225575
8713,325,14308.82886,15502.18021,145.2970047,857.0591968,1,5.477225575
8714,325,14646.65942,8057.596057,144.4564383,718.6981158,1,5.477225575
8715,325,14695.78094,13842.83202,114.4553946,702.3752767,1,5.477225575
8716,325,15062.9231,11473.84455,116.8201951,756.575568,1,5.477225575
8717,325,16246.29275,1281.038371,123.01036,820.7664069,1,5.477225575
8718,326,1446.763537,15085.17919,115.5728584,758.7925635,1,5.477225575
8719,326,2224.524302,16220.66579,126.8695432,859.0774746,1,5.477225575
8720,326,3424.043551,8642.76379,129.5548377,749.4966066,1,5.477225575
8721,326,4240.549971,9718.513437,136.82648,720.2004028,1,5.477225575
8722,326,6827.908461,4883.275713,91.01054413,886.1118285,1,5.477225575
8723,326,7200.028623,9085.574102,141.0249916,833.1992923,1,5.477225575
8724,326,7826.269235,15799.05913,108.1062843,877.4996893,1,5.477225575
8725,326,8247.199559,4853.080598,116.4481099,791.2355084,1,5.477225575
8726,326,8646.418547,681.1243503,109.6818517,750.9191652,1,5.477225575
8727,326,9849.002572,14794.54065,144.0678302,888.9796261,1,5.477225575
8728,326,10288.88339,14587.96222,133.7018782,897.2663997,1,5.477225575
8729,326,10799.55089,4486.157206,102.1228149,786.2005533,1,5.477225575
8730,326,11213.65728,13970.01896,122.5899855,886.9819352,1,5.477225575
8731,326,11644.49984,14766.58483,146.720487,888.1909225,1,5.477225575
8732,326,13342.74195,13054.20373,101.7597745,893.8464043,1,5.477225575
8733,326,13409.19596,12786.37431,93.43165691,888.0804196,1,5.477225575
8734,326,13535.78055,2843.045927,114.0722047,724.0362174,1,5.477225575
8735,326,14544.36888,4371.872947,120.8668262,820.2712793,1,5.477225575
8736,326,15021.50568,1633.908836,112.9589822,718.0229182,1,5.477225575
8737,326,15748.48561,16075.90157,115.9077637,852.323521,1,5.477225575
8738,326,15968.8622,4352.709688,98.85870391,766.3346206,1,5.477225575
8739,326,16175.96888,7234.724305,92.89118273,794.8444987,1,5.477225575
8740,327,635.3415504,12528.59745,101.3124939,869.3137703,1,5.477225575
8741,327,725.9630791,9498.001722,123.83641,705.4954123,1,5.477225575
8742,327,1050.837926,7654.639298,103.6292633,882.9044404,1,5.477225575
8743,327,1534.050478,2597.485471,143.2909791,826.4887669,1,5.477225575
8744,327,1678.893356,8958.831101,107.2276125,828.5650529,1,5.477225575
8745,327,2293.021999,15664.9738,104.5135922,772.3888437,1,5.477225575
8746,327,3904.034307,14615.83817,90.72835445,741.2148918,1,5.477225575
8747,327,4110.684204,2288.295696,102.9124071,736.8402334,1,5.477225575
8748,327,4682.541366,8227.269963,113.7306135,761.5657696,1,5.477225575
8749,327,5128.813135,6014.651495,103.1009302,824.9150312,1,5.477225575
8750,327,5965.167223,15608.51487,141.4835615,871.7269207,1,5.477225575
8751,327,6984.64698,5335.089442,132.3636961,889.5233458,1,5.477225575
8752,327,7215.197709,2477.246613,124.3566541,879.0560837,1,5.477225575
8753,327,7331.584447,14465.74372,131.0859442,737.2248288,1,5.477225575
8754,327,8586.261362,2872.457559,115.6800532,744.0331172,1,5.477225575
8755,327,8702.725243,1003.510312,126.8690892,870.6957212,1,5.477225575
8756,327,8868.748405,3630.770272,116.438155,752.2194928,1,5.477225575
8757,327,9133.301563,5161.267068,119.0827289,894.501659,1,5.477225575
8758,327,10429.10595,226.3318449,133.3135506,887.6882066,1,5.477225575
8759,327,10882.02721,5505.119995,145.1426801,861.4693755,1,5.477225575
8760,327,12746.51799,7113.45258,135.5016841,800.1670476,1,5.477225575
8761,327,12884.71238,16108.9538,117.9051601,848.2721015,1,5.477225575
8762,327,13312.29138,6353.121345,116.3997446,823.8334814,1,5.477225575
8763,327,13441.25097,8980.608757,95.32979651,732.5234516,1,5.477225575
8764,327,14912.3548,11915.61043,132.3300227,824.4716056,1,5.477225575
8765,328,466.1755084,14276.67236,112.5220868,879.6814515,1,5.477225575
8766,328,604.2358848,5110.847545,138.8092356,830.8111107,1,5.477225575
8767,328,1606.861723,1306.730417,96.16286608,794.2271426,1,5.477225575
8768,328,1584.029693,9052.413971,89.41263073,875.4645453,1,5.477225575
8769,328,1735.442649,13112.1628,144.3325345,723.500869,1,5.477225575
8770,328,2122.328884,15954.80892,99.5197428,847.6461245,1,5.477225575
8771,328,2533.336932,9186.738798,120.9260135,739.0403349,1,5.477225575
8772,328,3496.369819,8723.250731,124.5280446,814.2711138,1,5.477225575
8773,328,3899.482236,7353.048962,95.0353451,749.4041075,1,5.477225575
8774,328,4048.188339,8643.365865,112.3421278,801.8783919,1,5.477225575
8775,328,4154.471659,10631.07614,88.37863584,803.4895844,1,5.477225575
8776,328,5435.754687,14647.72946,97.16675726,781.9931496,1,5.477225575
